user_id,username,tweets,no_songs
1660016348,abchitswebradio, #NOWPLAYING R.I.O. - U-Jean One In A Million only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Josef Salvat - #Diamonds #NOWPLAYING Oscar - The Wolf Strange Entity only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Meghan Trainor All About That Bass only on http://www.abchits.fr #webradio #followme #rt and i #followback #NOWPLAYING Envegas - Global Deejays We Are The Nights only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Sam Smith Stay With Me only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Kendji Girac Andalouse only on http://www.abchits.fr #webradio #followme #rt and i #followback #NOWPLAYING Taylor Swift Shake It Off only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Dragonette - Mike Mago Outlines only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Emma Louise Jungle only on http://www.abchits.fr #webradio #followme #rt and i #followback #NOWPLAYING Ten Walls Walking With Elephants only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Soprano Cosmo only on http://www.abchits.fr #webradio #followme #rt and i #followback #NOWPLAYING Ed Sheeran Lego House only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING 2 Chainz - Jessie J Burnin' Up only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Maroon 5 Animals only on http://www.abchits.fr #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Alesso - Tove Lo - #Heroes #NOWPLAYING Selah Sue Alone only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Ma�tre Gims - Shaniz - #A Contre Sens #NOWPLAYING SIA Chandelier only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Alesso - One Republic If I Lose Myself only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Christine And The Queens - #Saint Claude #NOWPLAYING Hippie Sabotage - Tove Lo Stay High only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Charli XCX - #Break The Rules #NOWPLAYING David Guetta - Sam Martin Dangerous only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Jasmine Thompson - Robin Schulz - #Sun Goes Down #NOWPLAYING The Avener Fade Out Lines only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Daft Punk - Pharrell Williams - #Gust Of Wind #NOWPLAYING Coldplay Magic only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Gorgon City - Zak Abel Unmissable only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Ariana Grande - The Weeknd Love Me Harder only on http://www.abchits.fr #webradio #followme #rt and i #followback #NOWPLAYING Lost Frequencies Are You With Me only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Black M Je Garde Le Sourire only on http://www.abchits.fr #webradio #followme #rt and i #followback #NOWPLAYING Hubert Tubbs - Panzer Flower We Are Beautiful only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Jimi Jules - Oliver $Pushing On only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #The Script - #Superheroes #NOWPLAYING Mikky Ekko - Rihanna Stay only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Josef Salvat - #Diamonds #NOWPLAYING Anna Naklab - Parra For Cuva Wicked Games only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Calvin Harris - Ellie Goulding - #Outside #NOWPLAYING Lenny Kravitz The Chamber only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Meghan Trainor All About That Bass only on http://www.abchits.fr #webradio #followme #rt and i #followback #NOWPLAYING David Guetta - Sam Martin Lovers On The Sun only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Clean Bandit Extraordinary only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Kendji Girac Andalouse only on http://www.abchits.fr #webradio #followme #rt and i #followback #NOWPLAYING CALVIN HARRIS - FLORENCE WELCH Sweet Nothing only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Maroon 5 Animals only on http://www.abchits.fr #webradio #followme #rt and i #followback #NOWPLAYING Hozier Take Me To Church only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Hudson Mohawke Chimes only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Alesso - Tove Lo - #Heroes #NOWPLAYING Zhu Faded only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Ma�tre Gims - Shaniz - #A Contre Sens #NOWPLAYING Hubert Tubbs - Panzer Flower We Are Beautiful only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Charli XCX - #Break The Rules #NOWPLAYING Dotan Home only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Christine And The Queens - #Saint Claude #NOWPLAYING Haim - Lorde - Pusha T - Q-tip - Stromae Meltdown only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Alesso - Calvin Harris - Hurts Under Control only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #NOWPLAYING Emma Louise Jungle only on http://www.abchits.fr #webradio #followme #rt and i #followback #NOWPLAYING The Avener Fade Out Lines only on http://abchits.moonfruit.fr/ #webradio #followme #rt and i #followback #nowplay on http://www.abchits.fr #Daft Punk - Pharrell Williams - #Gust Of Wind,81
774789176,GoFigureRadio," #NowPlaying Lil' Wayne - Bend It Over (f. 5th Ward Webb on http://www.gofigureradio.com #NowPlaying Lil Keke - By Myself ft Eightball, Kevin Gates on http://www.gofigureradio.com #NowPlaying Hustle Gang - 2 Fucks Feat. T.I., CHIP, B.o.B., Travis Scott, Trae Tha Truth, (Prod By FKi) on http://www.gofigureradio.com #NowPlaying J Cole - Be Free on http://www.gofigureradio.com #NowPlaying 50 Cent - First Date (f. Too $hort) on http://www.gofigureradio.com #NowPlaying @Dee1Music - Against Us on http://www.gofigureradio.com #NowPlaying T.I. - G'Shit (Ft. Jeezy &amp; WatchTheDuck) on http://www.gofigureradio.com #NowPlaying Lil' Wayne - My Homies Still (f. Big Sean) on http://www.gofigureradio.com #NowPlaying Beyonce - Bow Down I Been On on http://www.gofigureradio.com #NowPlaying Big K.R.I.T. - Shine On (f. Bun B) on http://www.gofigureradio.com #NowPlaying Spodee - Away (ft. T.I. &amp; Trae Tha Truth) [Prod. By Nard &amp; B] on http://www.gofigureradio.com #NowPlaying Frank Ocean - Thinkin Bout You on http://www.gofigureradio.com #NowPlaying Ludacris - Representin (Remix) (f. R Kelly &amp; Fabolous) on http://www.gofigureradio.com #NowPlaying Lil Keke - By Myself ft Eightball, Kevin Gates on http://www.gofigureradio.com #NowPlaying J Cole - Be Free on http://www.gofigureradio.com #NowPlaying T.I. - Oh Yeah (Ft. Pharrell) on http://www.gofigureradio.com #NowPlaying Kevin Gates - Out The Mud on http://www.gofigureradio.com #NowPlaying Hustle Gang - 2 Fucks Feat. T.I., CHIP, B.o.B., Travis Scott, Trae Tha Truth, (Prod By FKi) on http://www.gofigureradio.com #NowPlaying Que - Standout ft Ty Dolla $ign on http://www.gofigureradio.com #NowPlaying Propain - 2 Rounds (Feat. Rich Homie Quan) on http://www.gofigureradio.com #NowPlaying Yo Gotti - Fuck You (ft Meek Mill) (Remix) on http://www.gofigureradio.com #NowPlaying Big K.R.I.T. ft Rico Love - Pay Attention on http://www.gofigureradio.com #NowPlaying Young Dolph - Money Callin on http://www.gofigureradio.com #NowPlaying Beat Doctor - Blow My High (f. Bay Bay, Juvenile, Mr. Magic &amp; Greedi) on http://www.gofigureradio.com #NowPlaying Curren$y - Choosin (f. Wiz Khalifa &amp; Rick Ross) on http://www.gofigureradio.com #NowPlaying Dee-1 - The One That Got Away (f. Mannie Fresh) on http://www.gofigureradio.com #NowPlaying Young Dro - FDB on http://www.gofigureradio.com #NowPlaying Propain - All Day ft Z-Ro (prod by Gluck Bdon) on http://www.gofigureradio.com #NowPlaying Lil Wayne - Grindin ft Drake on http://www.gofigureradio.com #NowPlaying 2 Chainz - Feds Watching (ft. Pharrell) on http://www.gofigureradio.com #NowPlaying J. Cole - Can't Get Enough (f. Trey Songz) on http://www.gofigureradio.com #NowPlaying Que - Standout ft Ty Dolla $ign on http://www.gofigureradio.com #NowPlaying @Dee1Music - Against Us on http://www.gofigureradio.com #NowPlaying Spodee - Away (ft. T.I. &amp; Trae Tha Truth) [Prod. By Nard &amp; B] on http://www.gofigureradio.com #NowPlaying Rick Ross - Supreme (Remix) ft Fabolous, Mase, Big KRIT on http://www.gofigureradio.com #NowPlaying Beyonce - Bow Down I Been On on http://www.gofigureradio.com #NowPlaying Big K.R.I.T. ft Rico Love - Pay Attention on http://www.gofigureradio.com #NowPlaying J Cole - Be Free on http://www.gofigureradio.com #NowPlaying Big Chief - P.A.M. (f. Mystikal) on http://www.gofigureradio.com #NowPlaying DJ Khaled - Hold You Down ft Chris Brown August Alsina Future Jeremiah on http://www.gofigureradio.com #NowPlaying 50 Cent - New Day (f. Dr. Dre &amp; Alicia Keys) on http://www.gofigureradio.com #NowPlaying Webbie - Fly As an Eagle (f. Foxx &amp; Pimp C) on http://www.gofigureradio.com #NowPlaying Ludacris - Helluva Night on http://www.gofigureradio.com #NowPlaying Lil Keke - By Myself ft Eightball, Kevin Gates on http://www.gofigureradio.com #NowPlaying T.I. - Oh Yeah (Ft. Pharrell) on http://www.gofigureradio.com #NowPlaying Jeezy - Seen It All (Feat. Jay Z) on http://www.gofigureradio.com #NowPlaying 2 Chainz - Birthday Song (f. Kanye West) on http://www.gofigureradio.com #NowPlaying Dee-1 - Ride Wit Me on http://www.gofigureradio.com #NowPlaying Lil Wayne - Grindin ft Drake on http://www.gofigureradio.com #NowPlaying B.o.B - Strange Clouds (f. Lil Wayne) on http://www.gofigureradio.com #NowPlaying Hustle Gang - 2 Fucks Feat. T.I., CHIP, B.o.B., Travis Scott, Trae Tha Truth, (Prod By FKi) on http://www.gofigureradio.com #NowPlaying T.I. - About The Money (Ft. Young Thug) on http://www.gofigureradio.com #NowPlaying Spodee - Away (ft. T.I. &amp; Trae Tha Truth) [Prod. By Nard &amp; B] on http://www.gofigureradio.com #NowPlaying Propain - All Day ft Z-Ro (prod by Gluck Bdon) on http://www.gofigureradio.com #NowPlaying Dorrough Music - Beat Up The Block ft Lil Boosie on http://www.gofigureradio.com #NowPlaying Shottaz Ent. - Throw That Axx (Explicit) on http://www.gofigureradio.com #NowPlaying DJ Khaled - Hold You Down ft Chris Brown August Alsina Future Jeremiah on http://www.gofigureradio.com #NowPlaying Lil Wayne - No Worries (f. Detail) on http://www.gofigureradio.com #NowPlaying August Alsina - I Luv This Shit (Feat. Trinidad James) on http://www.gofigureradio.com #NowPlaying Erykah Badu - On On on http://www.gofigureradio.com",67
124640597,djokaymegamixer," @doyinokupe, can you please reel off your master's anti-corruption crusade scorecard? This campaign should be issue-based and not maligning. @doyinokupe should exercise a bit of decorum. All these outbursts on social media only depict one thing; apprehension in PDP over GMB. The best @doyinokupe has done so far is name-calling. He did that so much that he called himself a bastard. Sir, APC is more than a year. @doyinokupe a Senior Special Assistant to my President on Public Affairs? This man is less than a PRO of a local association in a village Appointing @doyinokupe is the greatest mistake made by Mr. President. He has successfully created more enemies than friends for him. Now the race is on. Akinwunmi Ambode of APC and Jimi Agbaje of PDP. Who wins? Hi Mayowa. Kindly follow back. @OhluwaMayowa Hi Victoria, Kindly follow back. @victoriaidowu Ifeoma, KKFB @Kwinjane 234Radio Mobile App is now available on Android & iOS platforms. Visit the app store on your device and search for 234Radio. Contribute your quota to humanity while still alive. You don't own the next second. What will you be remembered for? RIP Chaz B! Hi Evelle. KFB @evelle_ni4 Please vote 234Radio as the Best Online Radio channel at the NBM Awards 2014. Click on this link to cast your vote: http://nbma.linkedlist.us/category/52 Please vote 234Radio as the Best Online Radio channel at the NBM Awards 2014. Click on this link to cast your vote: http://nbma.linkedlist.us/category/52 Please vote 234Radio as the Best Online Radio channel at the NBM Awards 2014. Click on this link to cast your vote: http://nbma.linkedlist.us/category/52 News Alert! Robin van Persie signs for Chelsea FC, assists Drogba's goal. Man. United 0 - 1 Chelsea Seriously dealing with my many fears, bring them all to their kneels. How do you expect accountability and efficiency from a man who was begged to contest for an election? After all, he was begged to rule. I strongly believe that Nigeria needs leaders who are ready to serve and not those who are begged to rule. Can you give what you don't have? Why do most Nigeria politicians claim to have been begged to contest in an election? Even those who have performed woefully are been begged. Please vote 234Radio as the Best Online Radio channel at the NBM Awards 2014. Click on this link to cast your vote: http://nbma.linkedlist.us/category/52 ""My government did more stomach infrastructure than any government in Ekiti"" Ex-governor Kayode Fayemi Wait! Was that President Jonathan's advert on Big Brother Africa? Please vote 234Radio as the Best Online Radio channel at the NBM Awards 2014. Click on this link to cast your vote: http://nbma.linkedlist.us/category/52 Please vote 234Radio as the Best Online Radio channel at the NBM Awards 2014. Click on this link to cast your vote: http://nbma.linkedlist.us/category/52 You only fight for your right and not your privilege...even in a country like mine, you helplessly watch your rights being trampled upon. I’m not a DJ by accident –DJ O’Kay Megamixer http://nationalmirroronline.net/new/im-not-a-dj-by-accident-dj-okay-megamixer/ Please vote 234Radio as the Best Online Radio channel at the NBM Awards 2014. Click on this link to cast your vote: http://nbma.linkedlist.us/category/52 ""@iam_Noni: Do ff bck @djokaymegamixer"" Done with all pleasure. Please vote 234Radio as the Best Online Radio channel at the NBM Awards 2014. Click on this link to cast your vote: http://nbma.linkedlist.us/category/52 Please vote 234Radio as the Best Online Radio channel at the NBM Awards 2014. Click on this link to cast your vote: http://nbma.linkedlist.us/category/52 @wavestreaming How much are the apps individually? Knowledge is knowing what is right; wisdom is doing what is right. @wavestreaming What's the price of the Android and iOS bundle? How long does it take for both apps to be deployed when paid for? @WSUpdate What's the price of the Android and iOS bundle? How long does it take for both apps to be deployed when paid for? @wavestreaming What's the price of the Android and iOS bundle? How long does it take for both apps to be deployed when paid for? @wavestreaming Kindly confirm when Android app will be available and the price. @WSUpdate Kindly confirm when the Android app will the available and the price. #Np @deejayflammzy Feat. @ReekadoBanks - Belle on @metro977fm My Muslim friends have all gone underground ...to resurface after the festivity. Na like this life be? Chop alone and ...alone! Music 24/7 on 234Radio. Listen live on http://www.234radio.com. Follow on Twitter: @my234radio and on Facebook: http://www.facebook.com/234radio @Sanzye Hi Sandra, Kindly follow back. The future belongs to those who believe in it and build it; not for those who destroy it. @ocupynigeria @elrufai What of those served by Dr. 'Chef' John Kayode Fayemi. Are they still eating their own rice? ""@Kaycee_Clinton: @djokaymegamixer I want to be part of the 234radio team"" as what? Frank Lampard is surely a happy and fulfilled man today. He came, saw and conquered. At last! The much desired goal has come. Up Chelsea! Please like 234Radio on Facebook: http://www.facebook.com/234radio. What a black day for the Red Devils! This is the height of disaster! Sir Louis van Gaal, welcome to England. #SSFootball What a black day for the Red Devils! This is the height of disaster! Sir Louis van Gaal, welcome to England. Remember to visit http://www.234radio.com to read the latest Nigeria, Foreign, Sport and Entertainment News. Follow @my234radio for update. ""@IAMZDON: @djokaymegamixer : My brother God bless u o ! U rock man ! Pls kfb ! Bless !"" Done with all pleasure. #234RadioNaijaTop10Countdown with @GIDIHFM comes up tomorrow from 11:00-12:00 (GMT+1). Listen live on http://www.234radio.com. Do not miss it @WSUpdate Any specific date for new users? @WSUpdate By new users you mean? @WSUpdate Any plan of bringing back the Android mobile app? If yes, when? 'Press Play' now on 234Radio. Listen live on http://www.234radio.com. Follow on Twitter: @my234radio &amp; on Facebook: http://www.facebook.com/234radio 'Classic Tunes' now on 234Radio. Listen live on http://www.234radio.com.Follow on Twitter: @my234radio &amp; on Facebook: http://www.facebook.com/234radio 'Praise Hour' now on 234Radio. Listen live on http://www.234radio.com. Follow on Twitter: @my234radio &amp; on Facebook: http://www.facebook.com/234radio So Much Soul now on 234Radio. Listen live on http://www.234radio.com. Follow on Twitter: @my234radio &amp; on Facebook: http://www.facebook.com/234radio",83
946275781,t25cl," Billy Paul - Greatest Hits - War Of The Gods http://rdo.to/T25CL #nowplaying #listenlive Moses The Prophet - Ride Or Die - War Chant http://rdo.to/T25CL #nowplaying #listenlive [Unknown] - Al Threats Commercial http://rdo.to/T25CL #nowplaying #listenlive Derick Hughes - All For Love - Want & Desire http://rdo.to/T25CL #nowplaying #listenlive Avant - Private Room - Wanna Be Close http://rdo.to/T25CL #nowplaying #listenlive Rhythm And Blues 1960 - Walking To New Orleans - Fats Domino http://rdo.to/T25CL #nowplaying #listenlive Simply Dre - Simply Dre 2 Aug 15 2014 http://rdo.to/T25CL #nowplaying #listenlive The Best Of Narada Jazz - Night Grooves - Walking Through The Pyramid - Oscar Lopez http://rdo.to/T25CL #nowplaying #listenlive Funk Soul Anthems - Walking In Rhythm - The Blackbyrds http://rdo.to/T25CL #nowplaying #listenlive Peter White - Reflections - Wake Up Everybody http://rdo.to/T25CL #nowplaying #listenlive Younghearts, The - Wake Up And Start Standing http://rdo.to/T25CL #nowplaying #listenlive http://www.t25cl.com - T25CL Radio Commercial http://rdo.to/T25CL #nowplaying #listenlive George Duke - Cool - Wake Up And Smell The Coffee http://rdo.to/T25CL #nowplaying #listenlive Alicia Keys -The Diary Of Aliicia Keys - Wake Up http://rdo.to/T25CL #nowplaying #listenlive Norah Jones - Not Too Late - Wake Me Up http://rdo.to/T25CL #nowplaying #listenlive Myron Edwins - Myron Edwins Commercial http://rdo.to/T25CL #nowplaying #listenlive Alicia Keys - Element Of Freedom - Wait Til You See My Smile http://rdo.to/T25CL #nowplaying #listenlive Heather Headley - In My Mind - Wait A Minute http://rdo.to/T25CL #nowplaying #listenlive Ramsey Lewis Trio - Time Flies - Wade In The Water http://rdo.to/T25CL #nowplaying #listenlive Mariah Carey - Rainbow - Vulnerability (Interlude) http://rdo.to/T25CL #nowplaying #listenlive Charles Small - Charles Small Commercial http://rdo.to/T25CL #nowplaying #listenlive George Benson - Living Inside Your Love http://rdo.to/T25CL #nowplaying #listenlive Isley Brother - Go For Your Guns - Voyage To Atlantis http://rdo.to/T25CL #nowplaying #listenlive Atlantic Jazz - Best Of The 60's - Volunteered Slavery-Roland Kirk http://rdo.to/T25CL #nowplaying #listenlive Jonathan Butler - Do You Love Me - Way You Look Tonight, The http://rdo.to/T25CL #nowplaying #listenlive Alfred Doc Scratch Borders - _Doc Scratch Commercial http://rdo.to/T25CL #nowplaying #listenlive Pieces Of A Dream - Pieces - Voices Of Wisdom http://rdo.to/T25CL #nowplaying #listenlive Cal Tjader Sentimental Moods - Viva Cepeda http://rdo.to/T25CL #nowplaying #listenlive Barbara Morrison - Visit Me - Visit Me http://rdo.to/T25CL #nowplaying #listenlive http://www.t25cl.com - T25cl Commercial September 25, 2014 http://rdo.to/T25CL #nowplaying #listenlive Mariah Carey's Greatest Hits - vision Of Love http://rdo.to/T25CL #nowplaying #listenlive Barbara Morrison - I Know How To Do It - Very Thought Of You, The http://rdo.to/T25CL #nowplaying #listenlive Rick Braun - Full Stride - Very Good Thing, A http://rdo.to/T25CL #nowplaying #listenlive Pieces Of A Dream - Pieces - Very First Time, The http://rdo.to/T25CL #nowplaying #listenlive http://www.t25cl.com - T25CL Radio Commercial http://rdo.to/T25CL #nowplaying #listenlive Quincy Jones - From Q With Love - Velas (Feat. Toots Thielemans) http://rdo.to/T25CL #nowplaying #listenlive Barbara Morrison - I'm Gettin' 'long All Right - Use Me http://rdo.to/T25CL #nowplaying #listenlive Marion Meadows - Secrets - Urban Angels http://rdo.to/T25CL #nowplaying #listenlive Nancy Wilson - Anthology - Uptight Everthing's Alright http://rdo.to/T25CL #nowplaying #listenlive [Unknown] - Lloyd Gregory Commercial Original-ric1 http://rdo.to/T25CL #nowplaying #listenlive Rhythm And Blues Of 1962 - Up On The Roof http://rdo.to/T25CL #nowplaying #listenlive Andre Bean - Simply Dre The True Story - Up In Here (Feat. R.E.I.G.N) http://rdo.to/T25CL #nowplaying #listenlive Aretha Franklin - 30 Greatest Hits Disc 2 - Until You Come Back To Me That's Wat I'm Gonna Do http://rdo.to/T25CL #nowplaying #listenlive Gene Harris - Ballad Essentials - Until The Real Thing Comes Along http://rdo.to/T25CL #nowplaying #listenlive [Unknown] - Kimba Radio Commercial August 15 2014 http://rdo.to/T25CL #nowplaying #listenlive Norah Jones - Not Too Late - Until The End http://rdo.to/T25CL #nowplaying #listenlive Gary Taylor - Eclectic Bohemian - Unpredictable http://rdo.to/T25CL #nowplaying #listenlive Rosalyn Jordan-Mills & Myron Edwins - Global - United We Stand http://rdo.to/T25CL #nowplaying #listenlive Nat King Cole - Love Songs - Very Thought Of You, The http://rdo.to/T25CL #nowplaying #listenlive Alfred Doc Scratch Borders - _Doc Scratch Commercial http://rdo.to/T25CL #nowplaying #listenlive Wes Montgomery - Verve Silver Collection - Unit 7 http://rdo.to/T25CL #nowplaying #listenlive Cal Tjader Sentimental Moods - Union Square http://rdo.to/T25CL #nowplaying #listenlive Deniece Williams - Do You Hear What I Hear http://rdo.to/T25CL #nowplaying #listenlive Nat King Cole - Love Songs - Unforgettable http://rdo.to/T25CL #nowplaying #listenlive [Unknown] - Rosalyn's Corner Commercial 1 http://rdo.to/T25CL #nowplaying #listenlive James Henry - Dragonfly - Under The Bridge http://rdo.to/T25CL #nowplaying #listenlive Natalie Cole - Take A Look - Undecided http://rdo.to/T25CL #nowplaying #listenlive Best Smooth Jazz Ever - Uncle Darrows (Feat. Richard Elliot) http://rdo.to/T25CL #nowplaying #listenlive Ray Charles - Genius: The Ultimate Collection - Unchain My Heart http://rdo.to/T25CL #nowplaying #listenlive http://www.t25cl.com - T25CL Radio Commercial http://rdo.to/T25CL #nowplaying #listenlive",286
